bib,name,status,category,sex,country,Hell-Bourg,Merles,Sen. Scout,Aurère,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,La Vigie,St Denis
3230,Franck JEANNEAU,FINISHER,M4 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:43:21.000+04:00,2025-10-17T05:14:03.000+04:00,2025-10-17T07:07:36.000+04:00,2025-10-17T08:43:14.000+04:00,2025-10-17T11:06:31.000+04:00,2025-10-17T11:46:33.000+04:00,2025-10-17T14:09:19.000+04:00,2025-10-17T16:27:11.000+04:00,2025-10-17T19:21:17.000+04:00,2025-10-17T20:23:56.000+04:00,2025-10-17T21:11:58.000+04:00
3337,Angélique MONTCHALIN,FINISHER,M1 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:45:42.000+04:00,2025-10-17T05:20:01.000+04:00,2025-10-17T07:26:50.000+04:00,2025-10-17T09:06:52.000+04:00,2025-10-17T11:22:42.000+04:00,2025-10-17T12:03:01.000+04:00,2025-10-17T14:34:38.000+04:00,2025-10-17T16:37:39.000+04:00,2025-10-17T19:35:12.000+04:00,2025-10-17T20:29:24.000+04:00,2025-10-17T21:12:19.000+04:00
3754,Quentin THIRIET,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:41:14.000+04:00,2025-10-17T05:07:44.000+04:00,2025-10-17T06:57:32.000+04:00,2025-10-17T08:31:04.000+04:00,2025-10-17T10:41:05.000+04:00,2025-10-17T11:19:31.000+04:00,2025-10-17T13:45:22.000+04:00,2025-10-17T16:07:32.000+04:00,2025-10-17T18:56:03.000+04:00,2025-10-17T20:10:51.000+04:00,2025-10-17T21:12:22.000+04:00
3786,Charline LOISEAU,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:39:45.000+04:00,2025-10-17T05:19:12.000+04:00,2025-10-17T07:06:05.000+04:00,2025-10-17T08:39:57.000+04:00,2025-10-17T11:04:45.000+04:00,2025-10-17T11:35:41.000+04:00,2025-10-17T13:56:03.000+04:00,2025-10-17T16:26:20.000+04:00,2025-10-17T19:21:44.000+04:00,2025-10-17T20:31:35.000+04:00,2025-10-17T21:13:24.000+04:00
3274,Ludovic BOYER,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:38:06.000+04:00,2025-10-17T05:09:17.000+04:00,2025-10-17T07:15:54.000+04:00,2025-10-17T08:50:35.000+04:00,2025-10-17T11:23:42.000+04:00,2025-10-17T11:57:41.000+04:00,2025-10-17T14:23:20.000+04:00,2025-10-17T17:01:12.000+04:00,2025-10-17T19:26:13.000+04:00,2025-10-17T20:29:34.000+04:00,2025-10-17T21:14:23.000+04:00
3686,Mathilde CAILLET,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:57:26.000+04:00,2025-10-17T05:26:38.000+04:00,2025-10-17T07:55:13.000+04:00,2025-10-17T09:32:40.000+04:00,2025-10-17T12:08:41.000+04:00,2025-10-17T12:35:52.000+04:00,2025-10-17T14:47:54.000+04:00,2025-10-17T17:13:53.000+04:00,2025-10-17T19:48:38.000+04:00,2025-10-17T20:36:48.000+04:00,2025-10-17T21:15:37.000+04:00
4194,Ivaha ROMAIN,FINISHER,SE H,MALE,RE,2025-10-17T01:09:59.000+04:00,2025-10-17T04:40:07.000+04:00,2025-10-17T05:29:46.000+04:00,2025-10-17T07:30:19.000+04:00,2025-10-17T09:05:03.000+04:00,2025-10-17T11:17:46.000+04:00,2025-10-17T11:58:57.000+04:00,2025-10-17T14:13:24.000+04:00,2025-10-17T16:43:49.000+04:00,2025-10-17T19:35:22.000+04:00,2025-10-17T20:44:57.000+04:00,2025-10-17T21:16:52.000+04:00
4408,Marion BROCK,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:39:31.000+04:00,2025-10-17T05:07:54.000+04:00,2025-10-17T07:01:39.000+04:00,2025-10-17T08:36:11.000+04:00,2025-10-17T10:31:03.000+04:00,2025-10-17T11:09:52.000+04:00,2025-10-17T13:33:36.000+04:00,2025-10-17T16:41:01.000+04:00,2025-10-17T19:08:28.000+04:00,2025-10-17T20:25:36.000+04:00,2025-10-17T21:17:45.000+04:00
4053,Amandine AUREGAN,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:41:21.000+04:00,2025-10-17T05:16:14.000+04:00,2025-10-17T07:22:48.000+04:00,2025-10-17T09:01:19.000+04:00,2025-10-17T11:13:41.000+04:00,2025-10-17T11:49:41.000+04:00,2025-10-17T14:17:36.000+04:00,2025-10-17T16:53:54.000+04:00,2025-10-17T19:25:01.000+04:00,2025-10-17T20:29:21.000+04:00,2025-10-17T21:18:11.000+04:00
4306,Sébastien BONFILS,FINISHER,M2 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:39:58.000+04:00,2025-10-17T05:14:13.000+04:00,2025-10-17T07:00:47.000+04:00,2025-10-17T08:25:55.000+04:00,2025-10-17T10:47:57.000+04:00,2025-10-17T11:50:50.000+04:00,2025-10-17T13:56:57.000+04:00,2025-10-17T16:51:11.000+04:00,2025-10-17T19:25:25.000+04:00,2025-10-17T20:36:26.000+04:00,2025-10-17T21:18:48.000+04:00
3568,Marie-Annick PAUSÉ,FINISHER,M6 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:17:54.000+04:00,2025-10-17T05:55:14.000+04:00,2025-10-17T08:16:52.000+04:00,2025-10-17T09:38:36.000+04:00,2025-10-17T12:09:54.000+04:00,2025-10-17T12:50:20.000+04:00,2025-10-17T15:16:04.000+04:00,2025-10-17T17:21:14.000+04:00,2025-10-17T19:51:30.000+04:00,2025-10-17T20:37:19.000+04:00,2025-10-17T21:20:59.000+04:00
3524,Caroline PILLIERE,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:06:10.000+04:00,2025-10-17T05:40:57.000+04:00,2025-10-17T07:31:26.000+04:00,2025-10-17T08:56:14.000+04:00,2025-10-17T11:20:27.000+04:00,2025-10-17T11:56:41.000+04:00,2025-10-17T14:16:49.000+04:00,2025-10-17T16:40:05.000+04:00,2025-10-17T19:42:40.000+04:00,2025-10-17T20:38:09.000+04:00,2025-10-17T21:21:37.000+04:00
4106,Hugo BESNARD,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:57:35.000+04:00,2025-10-17T05:39:16.000+04:00,2025-10-17T07:35:01.000+04:00,2025-10-17T09:09:45.000+04:00,2025-10-17T11:32:18.000+04:00,2025-10-17T12:12:46.000+04:00,2025-10-17T14:33:15.000+04:00,2025-10-17T16:38:00.000+04:00,2025-10-17T19:33:29.000+04:00,2025-10-17T20:37:46.000+04:00,2025-10-17T21:22:24.000+04:00
4243,Amandine CLEARC’H,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:47:21.000+04:00,2025-10-17T05:35:00.000+04:00,2025-10-17T07:29:16.000+04:00,2025-10-17T09:06:45.000+04:00,2025-10-17T11:25:06.000+04:00,2025-10-17T12:12:42.000+04:00,2025-10-17T15:04:02.000+04:00,2025-10-17T16:52:47.000+04:00,2025-10-17T19:34:53.000+04:00,2025-10-17T20:37:44.000+04:00,2025-10-17T21:22:25.000+04:00
4287,Mickaël DONNARD,FINISHER,M1 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:52:36.000+04:00,2025-10-17T05:29:25.000+04:00,2025-10-17T07:23:09.000+04:00,2025-10-17T08:53:43.000+04:00,2025-10-17T11:14:42.000+04:00,2025-10-17T11:55:00.000+04:00,2025-10-17T14:12:36.000+04:00,2025-10-17T16:21:17.000+04:00,2025-10-17T19:23:55.000+04:00,2025-10-17T20:38:12.000+04:00,2025-10-17T21:22:27.000+04:00
4391,Florent BOYER,FINISHER,ES H,MALE,RE,2025-10-17T01:09:59.000+04:00,2025-10-17T04:57:48.000+04:00,2025-10-17T05:29:52.000+04:00,2025-10-17T07:52:40.000+04:00,2025-10-17T09:34:59.000+04:00,2025-10-17T11:56:59.000+04:00,2025-10-17T13:00:25.000+04:00,2025-10-17T15:26:24.000+04:00,2025-10-17T17:14:17.000+04:00,2025-10-17T19:56:59.000+04:00,2025-10-17T20:45:15.000+04:00,2025-10-17T21:22:54.000+04:00
3076,Emmanuel POUDROUX,FINISHER,M1 H,MALE,RE,2025-10-17T01:09:59.000+04:00,2025-10-17T05:03:28.000+04:00,2025-10-17T05:46:31.000+04:00,2025-10-17T07:37:09.000+04:00,2025-10-17T08:55:42.000+04:00,2025-10-17T11:13:47.000+04:00,2025-10-17T11:54:05.000+04:00,2025-10-17T14:31:44.000+04:00,2025-10-17T16:51:07.000+04:00,2025-10-17T19:34:39.000+04:00,2025-10-17T20:36:45.000+04:00,2025-10-17T21:23:18.000+04:00
3911,Edwige GUESNEUX,FINISHER,M3 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:04:22.000+04:00,2025-10-17T05:34:41.000+04:00,2025-10-17T07:36:56.000+04:00,2025-10-17T09:05:53.000+04:00,2025-10-17T11:28:10.000+04:00,2025-10-17T12:06:36.000+04:00,2025-10-17T14:48:54.000+04:00,2025-10-17T16:49:03.000+04:00,2025-10-17T19:49:21.000+04:00,2025-10-17T20:40:28.000+04:00,2025-10-17T21:23:46.000+04:00
4451,Caroline PERISSON,FINISHER,M1 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:58:06.000+04:00,2025-10-17T05:38:00.000+04:00,2025-10-17T07:43:15.000+04:00,2025-10-17T09:14:09.000+04:00,2025-10-17T11:32:52.000+04:00,2025-10-17T12:09:12.000+04:00,2025-10-17T14:55:49.000+04:00,2025-10-17T16:57:35.000+04:00,2025-10-17T19:45:10.000+04:00,2025-10-17T20:40:22.000+04:00,2025-10-17T21:24:29.000+04:00
3638,Djerryl MOUCAZAMBO,FINISHER,ES H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:06:43.000+04:00,2025-10-17T05:35:07.000+04:00,2025-10-17T07:39:06.000+04:00,2025-10-17T09:14:06.000+04:00,2025-10-17T11:43:02.000+04:00,2025-10-17T12:29:35.000+04:00,2025-10-17T14:41:12.000+04:00,2025-10-17T16:56:24.000+04:00,2025-10-17T19:48:17.000+04:00,2025-10-17T20:46:20.000+04:00,2025-10-17T21:24:43.000+04:00
3129,Melina ARZEUX,FINISHER,M2 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:55:05.000+04:00,2025-10-17T05:30:35.000+04:00,2025-10-17T07:28:43.000+04:00,2025-10-17T09:06:49.000+04:00,2025-10-17T11:26:21.000+04:00,2025-10-17T12:13:17.000+04:00,2025-10-17T14:46:20.000+04:00,2025-10-17T16:56:17.000+04:00,2025-10-17T19:47:02.000+04:00,2025-10-17T20:38:49.000+04:00,2025-10-17T21:25:14.000+04:00
3358,Cedric DIJOUX,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:52:25.000+04:00,2025-10-17T05:27:13.000+04:00,2025-10-17T07:19:39.000+04:00,2025-10-17T08:50:57.000+04:00,2025-10-17T11:12:41.000+04:00,2025-10-17T11:58:28.000+04:00,2025-10-17T14:16:46.000+04:00,2025-10-17T16:53:17.000+04:00,2025-10-17T19:26:07.000+04:00,2025-10-17T20:40:13.000+04:00,2025-10-17T21:25:15.000+04:00
3870,Clément MOREAU,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:42:38.000+04:00,2025-10-17T05:29:52.000+04:00,2025-10-17T07:22:45.000+04:00,2025-10-17T09:13:05.000+04:00,2025-10-17T11:32:26.000+04:00,2025-10-17T12:10:25.000+04:00,2025-10-17T14:41:31.000+04:00,2025-10-17T17:07:24.000+04:00,2025-10-17T19:37:27.000+04:00,2025-10-17T20:40:36.000+04:00,2025-10-17T21:25:17.000+04:00
3364,Messaline Késhya FOUQUE,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:22:14.000+04:00,2025-10-17T05:57:35.000+04:00,2025-10-17T08:20:58.000+04:00,2025-10-17T09:55:46.000+04:00,2025-10-17T12:22:33.000+04:00,2025-10-17T13:00:38.000+04:00,2025-10-17T15:24:06.000+04:00,2025-10-17T17:18:48.000+04:00,2025-10-17T19:59:39.000+04:00,2025-10-17T20:47:23.000+04:00,2025-10-17T21:25:19.000+04:00
3875,Romain PAYA,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:28:04.000+04:00,2025-10-17T04:54:06.000+04:00,2025-10-17T06:42:25.000+04:00,2025-10-17T08:12:02.000+04:00,2025-10-17T10:33:31.000+04:00,2025-10-17T11:08:52.000+04:00,2025-10-17T13:42:15.000+04:00,2025-10-17T16:20:36.000+04:00,2025-10-17T19:30:26.000+04:00,2025-10-17T20:36:53.000+04:00,2025-10-17T21:26:51.000+04:00
3918,Maherison RATSIMANDRESY,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:06:25.000+04:00,2025-10-17T05:30:12.000+04:00,2025-10-17T07:48:32.000+04:00,2025-10-17T09:14:54.000+04:00,2025-10-17T11:43:22.000+04:00,2025-10-17T12:28:14.000+04:00,2025-10-17T15:21:04.000+04:00,2025-10-17T17:11:31.000+04:00,2025-10-17T19:47:15.000+04:00,2025-10-17T20:51:37.000+04:00,2025-10-17T21:27:58.000+04:00
3146,Jerome VUILLEMENOT,FINISHER,M3 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:02:10.000+04:00,2025-10-17T04:57:49.000+04:00,2025-10-17T06:56:00.000+04:00,2025-10-17T08:46:40.000+04:00,2025-10-17T11:02:56.000+04:00,2025-10-17T12:25:12.000+04:00,2025-10-17T14:22:26.000+04:00,2025-10-17T16:41:07.000+04:00,2025-10-17T19:37:30.000+04:00,2025-10-17T20:43:46.000+04:00,2025-10-17T21:28:03.000+04:00
4153,Enrique MULITSI,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:14:03.000+04:00,2025-10-17T05:49:48.000+04:00,2025-10-17T07:50:23.000+04:00,2025-10-17T09:27:02.000+04:00,2025-10-17T11:27:58.000+04:00,2025-10-17T12:14:16.000+04:00,2025-10-17T14:42:54.000+04:00,2025-10-17T17:25:32.000+04:00,2025-10-17T19:50:14.000+04:00,2025-10-17T20:50:10.000+04:00,2025-10-17T21:28:11.000+04:00
3067,Claude LE GALL,FINISHER,M5 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:05:46.000+04:00,2025-10-17T05:37:03.000+04:00,2025-10-17T07:44:26.000+04:00,2025-10-17T09:14:35.000+04:00,2025-10-17T11:36:42.000+04:00,2025-10-17T12:16:53.000+04:00,2025-10-17T14:44:54.000+04:00,2025-10-17T16:47:00.000+04:00,2025-10-17T19:37:33.000+04:00,2025-10-17T20:36:16.000+04:00,2025-10-17T21:28:39.000+04:00
3922,Anne Sophie TRICOT GAUCHON,FINISHER,M1 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:43:56.000+04:00,2025-10-17T05:13:26.000+04:00,2025-10-17T07:06:00.000+04:00,2025-10-17T08:39:48.000+04:00,2025-10-17T10:41:42.000+04:00,2025-10-17T11:14:15.000+04:00,2025-10-17T13:52:03.000+04:00,2025-10-17T16:29:04.000+04:00,2025-10-17T19:37:38.000+04:00,2025-10-17T20:42:27.000+04:00,2025-10-17T21:29:58.000+04:00
3742,Ludovic TRICOT,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:10:47.000+04:00,2025-10-17T04:45:51.000+04:00,2025-10-17T06:38:42.000+04:00,2025-10-17T08:13:49.000+04:00,2025-10-17T10:32:30.000+04:00,2025-10-17T11:10:47.000+04:00,2025-10-17T13:51:59.000+04:00,2025-10-17T16:29:14.000+04:00,2025-10-17T19:37:47.000+04:00,2025-10-17T20:42:30.000+04:00,2025-10-17T21:29:59.000+04:00
4424,Léa DUMEIL,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:37:30.000+04:00,2025-10-17T05:07:47.000+04:00,2025-10-17T07:14:56.000+04:00,2025-10-17T08:55:24.000+04:00,2025-10-17T11:19:26.000+04:00,2025-10-17T12:07:28.000+04:00,2025-10-17T14:50:50.000+04:00,2025-10-17T17:03:38.000+04:00,2025-10-17T19:37:23.000+04:00,2025-10-17T20:42:26.000+04:00,2025-10-17T21:36:25.000+04:00
3093,Elodie MICHEL,FINISHER,M0 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:29:34.000+04:00,2025-10-17T06:01:50.000+04:00,2025-10-17T08:09:53.000+04:00,2025-10-17T09:35:12.000+04:00,2025-10-17T12:07:02.000+04:00,2025-10-17T12:44:45.000+04:00,2025-10-17T15:18:22.000+04:00,2025-10-17T17:21:52.000+04:00,2025-10-17T20:03:18.000+04:00,2025-10-17T20:53:42.000+04:00,2025-10-17T21:36:27.000+04:00
3376,Allan PARISOT,FINISHER,M2 H,MALE,MU,2025-10-17T00:59:59.000+04:00,2025-10-17T03:46:07.000+04:00,2025-10-17T04:09:16.000+04:00,2025-10-17T05:47:30.000+04:00,2025-10-17T06:59:30.000+04:00,2025-10-17T08:53:55.000+04:00,2025-10-17T09:22:00.000+04:00,2025-10-17T11:56:42.000+04:00,2025-10-17T14:41:25.000+04:00,2025-10-17T19:09:12.000+04:00,2025-10-17T20:39:18.000+04:00,2025-10-17T21:36:32.000+04:00
3530,Yannick CARPAYE,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:39:19.000+04:00,2025-10-17T05:09:48.000+04:00,2025-10-17T07:03:13.000+04:00,2025-10-17T08:46:20.000+04:00,2025-10-17T11:09:48.000+04:00,2025-10-17T11:54:52.000+04:00,2025-10-17T14:23:24.000+04:00,2025-10-17T16:54:39.000+04:00,2025-10-17T19:35:32.000+04:00,2025-10-17T20:45:07.000+04:00,2025-10-17T21:36:36.000+04:00
4473,Camille MORIZOT,FINISHER,M0 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:14:43.000+04:00,2025-10-17T05:50:18.000+04:00,2025-10-17T07:44:51.000+04:00,2025-10-17T09:15:21.000+04:00,2025-10-17T11:21:53.000+04:00,2025-10-17T12:06:45.000+04:00,2025-10-17T14:54:15.000+04:00,2025-10-17T16:50:04.000+04:00,2025-10-17T19:35:29.000+04:00,2025-10-17T20:45:02.000+04:00,2025-10-17T21:36:38.000+04:00
3767,Guillaume LAJOIE,FINISHER,M3 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:54:52.000+04:00,2025-10-17T05:29:49.000+04:00,2025-10-17T07:29:43.000+04:00,2025-10-17T09:10:54.000+04:00,2025-10-17T11:24:02.000+04:00,2025-10-17T12:06:13.000+04:00,2025-10-17T14:38:19.000+04:00,2025-10-17T17:07:36.000+04:00,2025-10-17T19:46:53.000+04:00,2025-10-17T20:45:10.000+04:00,2025-10-17T21:36:43.000+04:00
3808,Olivier GRAVELAT,FINISHER,M3 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:55:54.000+04:00,2025-10-17T05:30:10.000+04:00,2025-10-17T07:29:40.000+04:00,2025-10-17T09:10:57.000+04:00,2025-10-17T11:25:48.000+04:00,2025-10-17T12:06:16.000+04:00,2025-10-17T14:38:16.000+04:00,2025-10-17T17:07:42.000+04:00,2025-10-17T19:46:47.000+04:00,2025-10-17T20:45:12.000+04:00,2025-10-17T21:36:43.000+04:00
3622,Florent PAYET,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:06:07.000+04:00,2025-10-17T05:33:45.000+04:00,2025-10-17T07:54:47.000+04:00,2025-10-17T09:39:48.000+04:00,2025-10-17T12:03:00.000+04:00,2025-10-17T13:01:11.000+04:00,2025-10-17T15:16:01.000+04:00,2025-10-17T17:15:03.000+04:00,2025-10-17T19:55:18.000+04:00,2025-10-17T20:58:47.000+04:00,2025-10-17T21:36:45.000+04:00
4452,Clement BERNASSE,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:02:18.000+04:00,2025-10-17T05:41:12.000+04:00,2025-10-17T07:32:21.000+04:00,2025-10-17T09:11:03.000+04:00,2025-10-17T11:23:19.000+04:00,2025-10-17T12:10:53.000+04:00,2025-10-17T14:39:04.000+04:00,2025-10-17T17:08:23.000+04:00,2025-10-17T19:34:28.000+04:00,2025-10-17T20:47:30.000+04:00,2025-10-17T21:36:47.000+04:00
3589,Carole BALDI,FINISHER,M4 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:04:10.000+04:00,2025-10-17T05:35:55.000+04:00,2025-10-17T07:46:22.000+04:00,2025-10-17T09:30:43.000+04:00,2025-10-17T11:59:02.000+04:00,2025-10-17T12:38:43.000+04:00,2025-10-17T15:09:56.000+04:00,2025-10-17T17:15:22.000+04:00,2025-10-17T20:01:57.000+04:00,2025-10-17T20:53:29.000+04:00,2025-10-17T21:36:51.000+04:00
3405,Typhaine COCHON,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:29:56.000+04:00,2025-10-17T05:13:04.000+04:00,2025-10-17T07:13:43.000+04:00,2025-10-17T08:46:23.000+04:00,2025-10-17T11:06:38.000+04:00,2025-10-17T11:43:52.000+04:00,2025-10-17T14:05:20.000+04:00,2025-10-17T16:08:09.000+04:00,2025-10-17T19:25:21.000+04:00,2025-10-17T20:42:51.000+04:00,2025-10-17T21:37:41.000+04:00
3612,Laura THIEBAUT,FINISHER,M1 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:05:34.000+04:00,2025-10-17T05:39:50.000+04:00,2025-10-17T07:55:15.000+04:00,2025-10-17T09:30:35.000+04:00,2025-10-17T11:46:25.000+04:00,2025-10-17T12:27:26.000+04:00,2025-10-17T14:54:37.000+04:00,2025-10-17T17:07:46.000+04:00,2025-10-17T19:48:05.000+04:00,2025-10-17T20:46:19.000+04:00,2025-10-17T21:37:52.000+04:00
4177,Gladys SAVRIMOUTOU,FINISHER,M2 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:14:51.000+04:00,2025-10-17T05:51:21.000+04:00,2025-10-17T08:05:26.000+04:00,2025-10-17T09:39:01.000+04:00,2025-10-17T12:06:52.000+04:00,2025-10-17T12:46:15.000+04:00,2025-10-17T15:21:41.000+04:00,2025-10-17T17:27:09.000+04:00,2025-10-17T20:02:15.000+04:00,2025-10-17T20:53:39.000+04:00,2025-10-17T21:38:53.000+04:00
4092,Sarah CORTIER,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:47:31.000+04:00,2025-10-17T05:22:29.000+04:00,2025-10-17T07:19:26.000+04:00,2025-10-17T09:04:55.000+04:00,2025-10-17T11:22:23.000+04:00,2025-10-17T12:02:49.000+04:00,2025-10-17T14:27:55.000+04:00,2025-10-17T16:34:03.000+04:00,2025-10-17T19:33:39.000+04:00,2025-10-17T20:48:23.000+04:00,2025-10-17T21:39:49.000+04:00
4467,Mathis LE CORRE,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:43:07.000+04:00,2025-10-17T05:22:35.000+04:00,2025-10-17T07:31:10.000+04:00,2025-10-17T09:22:29.000+04:00,2025-10-17T11:26:21.000+04:00,2025-10-17T12:00:09.000+04:00,2025-10-17T14:35:21.000+04:00,2025-10-17T17:15:30.000+04:00,2025-10-17T19:48:34.000+04:00,2025-10-17T20:52:15.000+04:00,2025-10-17T21:40:02.000+04:00
3704,Sébastien DAGORN,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:43:13.000+04:00,2025-10-17T05:22:27.000+04:00,2025-10-17T07:31:12.000+04:00,2025-10-17T09:22:35.000+04:00,2025-10-17T11:31:02.000+04:00,2025-10-17T12:05:08.000+04:00,2025-10-17T14:35:26.000+04:00,2025-10-17T17:15:30.000+04:00,2025-10-17T19:49:17.000+04:00,2025-10-17T20:52:18.000+04:00,2025-10-17T21:40:13.000+04:00
3921,Michelle VERBARD,FINISHER,M4 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:13:04.000+04:00,2025-10-17T05:48:43.000+04:00,2025-10-17T07:50:07.000+04:00,2025-10-17T09:14:04.000+04:00,2025-10-17T11:39:03.000+04:00,2025-10-17T12:17:26.000+04:00,2025-10-17T14:41:50.000+04:00,2025-10-17T16:55:42.000+04:00,2025-10-17T20:03:38.000+04:00,2025-10-17T20:54:24.000+04:00,2025-10-17T21:40:13.000+04:00
4392,Benjamin MINDREN,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:47:14.000+04:00,2025-10-17T05:26:35.000+04:00,2025-10-17T07:23:04.000+04:00,2025-10-17T09:03:50.000+04:00,2025-10-17T11:38:14.000+04:00,2025-10-17T12:23:13.000+04:00,2025-10-17T15:17:49.000+04:00,2025-10-17T17:26:53.000+04:00,2025-10-17T19:57:09.000+04:00,2025-10-17T20:55:38.000+04:00,2025-10-17T21:40:14.000+04:00
3457,Marie POVEDA,FINISHER,M0 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T05:13:04.000+04:00,2025-10-17T05:47:39.000+04:00,2025-10-17T07:47:26.000+04:00,2025-10-17T09:30:46.000+04:00,2025-10-17T11:47:00.000+04:00,2025-10-17T12:27:05.000+04:00,2025-10-17T14:55:05.000+04:00,2025-10-17T17:07:19.000+04:00,2025-10-17T20:05:44.000+04:00,2025-10-17T20:54:32.000+04:00,2025-10-17T21:40:22.000+04:00
4280,Caroline FONTAINE,FINISHER,M1 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:54:45.000+04:00,2025-10-17T05:28:26.000+04:00,2025-10-17T07:46:37.000+04:00,2025-10-17T09:34:49.000+04:00,2025-10-17T11:44:29.000+04:00,2025-10-17T12:27:10.000+04:00,2025-10-17T14:53:51.000+04:00,2025-10-17T17:01:51.000+04:00,2025-10-17T19:48:28.000+04:00,2025-10-17T20:51:50.000+04:00,2025-10-17T21:40:43.000+04:00
3235,Aurélien BAUX,FINISHER,M1 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:45:00.000+04:00,2025-10-17T05:20:00.000+04:00,2025-10-17T07:20:20.000+04:00,2025-10-17T08:51:11.000+04:00,2025-10-17T11:14:24.000+04:00,2025-10-17T11:57:38.000+04:00,2025-10-17T15:03:40.000+04:00,2025-10-17T16:59:49.000+04:00,2025-10-17T20:08:08.000+04:00,2025-10-17T20:55:07.000+04:00,2025-10-17T21:41:41.000+04:00
4405,Lucien NANDJAN,FINISHER,M5 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:40:49.000+04:00,2025-10-17T05:13:02.000+04:00,2025-10-17T07:01:03.000+04:00,2025-10-17T08:25:23.000+04:00,2025-10-17T11:10:38.000+04:00,2025-10-17T11:55:35.000+04:00,2025-10-17T14:41:53.000+04:00,2025-10-17T16:56:52.000+04:00,2025-10-17T19:51:37.000+04:00,2025-10-17T20:52:13.000+04:00,2025-10-17T21:44:28.000+04:00
