bib,name,status,category,sex,country,Cilaos,Sentier T,Marla,Merles,Sen. Scout,Aurère,Pass Oussy,Ilet  Oran,Pit Orange,Ilet Savan,Ratinaud,Possession,Chaloupe,Colorado,St Denis
5509,Michel FONTAINE,FINISHER,M6 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:04:26.000+04:00,2024-10-19T00:32:53.000+04:00,2024-10-19T02:48:23.000+04:00,2024-10-19T03:26:49.000+04:00,2024-10-19T06:08:27.000+04:00,2024-10-19T07:22:02.000+04:00,2024-10-19T10:10:29.000+04:00,2024-10-19T13:46:41.000+04:00,2024-10-19T17:50:47.000+04:00,2024-10-19T20:35:26.000+04:00,2024-10-20T00:30:20.000+04:00,2024-10-20T03:47:22.000+04:00,2024-10-20T06:59:59.000+04:00,2024-10-20T09:26:12.000+04:00
5040,Jean-Paul ESQUERRE,FINISHER,M6 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:09.000+04:00,2024-10-19T00:34:44.000+04:00,2024-10-19T02:53:45.000+04:00,2024-10-19T03:41:49.000+04:00,2024-10-19T06:00:25.000+04:00,2024-10-19T07:20:21.000+04:00,2024-10-19T09:51:54.000+04:00,2024-10-19T14:21:28.000+04:00,2024-10-19T18:46:56.000+04:00,2024-10-19T21:56:20.000+04:00,2024-10-20T00:54:57.000+04:00,2024-10-20T03:46:14.000+04:00,2024-10-20T07:28:28.000+04:00,2024-10-20T09:28:18.000+04:00
6241,Olivier ROCHELET,FINISHER,M3 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:09:05.000+04:00,2024-10-19T00:37:57.000+04:00,2024-10-19T02:56:25.000+04:00,2024-10-19T03:40:00.000+04:00,2024-10-19T06:03:01.000+04:00,2024-10-19T07:25:40.000+04:00,2024-10-19T09:46:53.000+04:00,2024-10-19T14:06:57.000+04:00,2024-10-19T18:20:52.000+04:00,2024-10-19T21:56:44.000+04:00,2024-10-20T00:36:49.000+04:00,2024-10-20T04:10:16.000+04:00,2024-10-20T07:35:08.000+04:00,2024-10-20T09:29:46.000+04:00
6034,Tomas TAJCNAR,FINISHER,M0 H,MALE,SK,2024-10-18T21:10:01.000+04:00,2024-10-18T22:03:15.000+04:00,2024-10-19T00:27:18.000+04:00,2024-10-19T02:44:49.000+04:00,2024-10-19T03:26:05.000+04:00,2024-10-19T06:02:15.000+04:00,2024-10-19T07:27:47.000+04:00,2024-10-19T09:47:41.000+04:00,2024-10-19T14:11:37.000+04:00,2024-10-19T18:26:59.000+04:00,2024-10-19T21:56:42.000+04:00,2024-10-20T01:24:30.000+04:00,2024-10-20T03:49:28.000+04:00,2024-10-20T07:45:59.000+04:00,2024-10-20T09:30:06.000+04:00
6113,Sylvain GUEREMY,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:57:26.000+04:00,2024-10-19T00:11:58.000+04:00,2024-10-19T02:12:28.000+04:00,2024-10-19T02:49:40.000+04:00,2024-10-19T04:50:32.000+04:00,2024-10-19T06:12:41.000+04:00,2024-10-19T08:27:16.000+04:00,2024-10-19T12:25:12.000+04:00,2024-10-19T16:16:18.000+04:00,2024-10-19T19:33:53.000+04:00,2024-10-19T22:18:44.000+04:00,2024-10-20T00:43:24.000+04:00,2024-10-20T07:50:14.000+04:00,2024-10-20T09:31:06.000+04:00
5772,Antoine JACQUES,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:57:04.000+04:00,2024-10-18T23:59:31.000+04:00,2024-10-19T01:43:49.000+04:00,2024-10-19T02:22:36.000+04:00,2024-10-19T04:42:53.000+04:00,2024-10-19T06:40:28.000+04:00,2024-10-19T09:28:49.000+04:00,2024-10-19T15:47:48.000+04:00,2024-10-19T20:25:43.000+04:00,2024-10-19T23:02:14.000+04:00,2024-10-20T02:51:41.000+04:00,2024-10-20T04:49:39.000+04:00,2024-10-20T08:08:37.000+04:00,2024-10-20T09:32:15.000+04:00
5808,Philippe BENOIST,FINISHER,M5 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:00.000+04:00,2024-10-19T00:23:54.000+04:00,2024-10-19T02:31:20.000+04:00,2024-10-19T03:13:28.000+04:00,2024-10-19T05:43:28.000+04:00,2024-10-19T07:07:59.000+04:00,2024-10-19T09:33:51.000+04:00,2024-10-19T13:52:12.000+04:00,2024-10-19T18:32:03.000+04:00,2024-10-19T22:29:36.000+04:00,2024-10-20T01:22:10.000+04:00,2024-10-20T04:35:30.000+04:00,2024-10-20T07:51:44.000+04:00,2024-10-20T09:32:18.000+04:00
5778,Rubens MANCEAU,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:52:46.000+04:00,2024-10-18T23:33:34.000+04:00,2024-10-19T01:30:07.000+04:00,2024-10-19T02:21:35.000+04:00,2024-10-19T04:00:54.000+04:00,2024-10-19T06:11:40.000+04:00,2024-10-19T08:08:52.000+04:00,2024-10-19T11:30:37.000+04:00,2024-10-19T15:09:17.000+04:00,2024-10-19T18:50:35.000+04:00,2024-10-19T21:51:26.000+04:00,2024-10-20T01:39:06.000+04:00,2024-10-20T08:10:54.000+04:00,2024-10-20T09:33:46.000+04:00
5587,Loic FACONNIER,FINISHER,M0 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:02:19.000+04:00,2024-10-19T00:18:06.000+04:00,2024-10-19T02:28:20.000+04:00,2024-10-19T03:01:07.000+04:00,2024-10-19T05:21:22.000+04:00,2024-10-19T06:16:38.000+04:00,2024-10-19T09:10:23.000+04:00,2024-10-19T13:23:02.000+04:00,2024-10-19T18:20:15.000+04:00,2024-10-19T21:58:30.000+04:00,2024-10-20T00:36:54.000+04:00,2024-10-20T04:24:17.000+04:00,2024-10-20T08:00:04.000+04:00,2024-10-20T09:34:06.000+04:00
5610,Mickael MARIANNE,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:00:04.000+04:00,2024-10-19T00:17:06.000+04:00,2024-10-19T02:16:29.000+04:00,2024-10-19T02:52:36.000+04:00,2024-10-19T05:00:25.000+04:00,2024-10-19T06:37:26.000+04:00,2024-10-19T09:00:41.000+04:00,2024-10-19T12:36:14.000+04:00,2024-10-19T19:20:48.000+04:00,2024-10-19T22:13:27.000+04:00,2024-10-20T01:27:41.000+04:00,2024-10-20T04:33:16.000+04:00,2024-10-20T07:44:14.000+04:00,2024-10-20T09:35:26.000+04:00
5204,Emmanuel BLANCHARD,FINISHER,M4 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:52:36.000+04:00,2024-10-19T00:19:22.000+04:00,2024-10-19T02:56:06.000+04:00,2024-10-19T04:06:02.000+04:00,2024-10-19T06:43:42.000+04:00,2024-10-19T08:31:56.000+04:00,2024-10-19T11:20:30.000+04:00,2024-10-19T15:54:01.000+04:00,2024-10-19T20:29:11.000+04:00,2024-10-19T23:17:43.000+04:00,2024-10-20T02:11:28.000+04:00,2024-10-20T04:57:50.000+04:00,2024-10-20T07:52:45.000+04:00,2024-10-20T09:39:18.000+04:00
5174,Jerome LOEILLET,FINISHER,M3 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:19.000+04:00,2024-10-19T00:32:00.000+04:00,2024-10-19T02:47:01.000+04:00,2024-10-19T03:40:47.000+04:00,2024-10-19T05:58:18.000+04:00,2024-10-19T07:23:34.000+04:00,2024-10-19T09:39:28.000+04:00,2024-10-19T13:22:28.000+04:00,2024-10-19T17:50:01.000+04:00,2024-10-19T21:19:16.000+04:00,2024-10-20T00:24:03.000+04:00,2024-10-20T03:57:20.000+04:00,2024-10-20T07:22:13.000+04:00,2024-10-20T09:40:03.000+04:00
5116,Helene LUCAS,FINISHER,M1 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:58:54.000+04:00,2024-10-19T00:12:15.000+04:00,2024-10-19T02:08:54.000+04:00,2024-10-19T02:56:01.000+04:00,2024-10-19T04:56:14.000+04:00,2024-10-19T06:03:45.000+04:00,2024-10-19T08:26:25.000+04:00,2024-10-19T11:52:54.000+04:00,2024-10-19T16:29:11.000+04:00,2024-10-19T19:48:53.000+04:00,2024-10-19T22:43:50.000+04:00,2024-10-20T02:59:05.000+04:00,2024-10-20T07:43:24.000+04:00,2024-10-20T09:40:04.000+04:00
5503,Henry DESAILLY,FINISHER,M2 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:58:57.000+04:00,2024-10-19T00:11:43.000+04:00,2024-10-19T02:08:19.000+04:00,2024-10-19T02:55:52.000+04:00,2024-10-19T04:55:58.000+04:00,2024-10-19T06:03:16.000+04:00,2024-10-19T08:26:44.000+04:00,2024-10-19T11:52:44.000+04:00,2024-10-19T16:29:06.000+04:00,2024-10-19T19:48:50.000+04:00,2024-10-19T22:43:39.000+04:00,2024-10-20T02:59:12.000+04:00,2024-10-20T07:43:15.000+04:00,2024-10-20T09:40:05.000+04:00
5614,Mickaël LANGEVILLIERS,FINISHER,M1 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:20.000+04:00,2024-10-19T00:44:52.000+04:00,2024-10-19T03:10:30.000+04:00,2024-10-19T03:53:38.000+04:00,2024-10-19T05:54:59.000+04:00,2024-10-19T07:09:34.000+04:00,2024-10-19T09:36:55.000+04:00,2024-10-19T14:50:06.000+04:00,2024-10-19T18:30:18.000+04:00,2024-10-19T23:59:14.000+04:00,2024-10-20T02:32:06.000+04:00,2024-10-20T04:56:11.000+04:00,2024-10-20T08:06:06.000+04:00,2024-10-20T09:42:19.000+04:00
5215,Alexandra LACOUTURE,FINISHER,M1 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:01:48.000+04:00,2024-10-19T00:26:23.000+04:00,2024-10-19T02:47:00.000+04:00,2024-10-19T03:29:13.000+04:00,2024-10-19T05:46:40.000+04:00,2024-10-19T06:54:36.000+04:00,2024-10-19T09:29:35.000+04:00,2024-10-19T14:25:45.000+04:00,2024-10-19T18:31:02.000+04:00,2024-10-19T22:07:53.000+04:00,2024-10-20T00:51:37.000+04:00,2024-10-20T04:20:48.000+04:00,2024-10-20T07:58:45.000+04:00,2024-10-20T09:42:43.000+04:00
5597,Jessie GERMAIN,FINISHER,M1 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:07:07.000+04:00,2024-10-19T00:24:50.000+04:00,2024-10-19T02:36:05.000+04:00,2024-10-19T03:15:04.000+04:00,2024-10-19T05:46:45.000+04:00,2024-10-19T06:55:45.000+04:00,2024-10-19T09:19:53.000+04:00,2024-10-19T14:11:14.000+04:00,2024-10-19T18:35:42.000+04:00,2024-10-19T21:35:34.000+04:00,2024-10-20T00:22:57.000+04:00,2024-10-20T04:39:09.000+04:00,2024-10-20T08:01:27.000+04:00,2024-10-20T09:43:00.000+04:00
5596,Florent GERMAIN,FINISHER,M2 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:53.000+04:00,2024-10-19T00:24:47.000+04:00,2024-10-19T02:35:57.000+04:00,2024-10-19T03:15:04.000+04:00,2024-10-19T05:46:42.000+04:00,2024-10-19T06:55:34.000+04:00,2024-10-19T09:19:58.000+04:00,2024-10-19T14:11:17.000+04:00,2024-10-19T18:35:40.000+04:00,2024-10-19T21:35:31.000+04:00,2024-10-20T00:23:01.000+04:00,2024-10-20T04:39:06.000+04:00,2024-10-20T08:01:22.000+04:00,2024-10-20T09:43:01.000+04:00
5430,Sandrine DEBERT,FINISHER,M2 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:00:53.000+04:00,2024-10-19T00:23:05.000+04:00,2024-10-19T02:44:12.000+04:00,2024-10-19T03:23:39.000+04:00,2024-10-19T05:45:43.000+04:00,2024-10-19T06:51:55.000+04:00,2024-10-19T09:26:45.000+04:00,2024-10-19T13:34:54.000+04:00,2024-10-19T17:08:37.000+04:00,2024-10-19T21:56:38.000+04:00,2024-10-20T00:53:40.000+04:00,2024-10-20T04:07:33.000+04:00,2024-10-20T07:44:18.000+04:00,2024-10-20T09:43:17.000+04:00
5036,Stefan WONG NG,FINISHER,M2 H,MALE,MU,2024-10-18T21:10:01.000+04:00,2024-10-18T22:05:09.000+04:00,2024-10-19T00:26:37.000+04:00,2024-10-19T02:55:51.000+04:00,2024-10-19T03:40:13.000+04:00,2024-10-19T06:15:51.000+04:00,2024-10-19T07:52:54.000+04:00,2024-10-19T10:14:35.000+04:00,2024-10-19T14:01:24.000+04:00,2024-10-19T18:26:08.000+04:00,2024-10-19T22:24:14.000+04:00,2024-10-20T01:20:59.000+04:00,2024-10-20T04:11:15.000+04:00,2024-10-20T07:01:07.000+04:00,2024-10-20T09:44:35.000+04:00
5300,Jonathan JUSTO,FINISHER,M1 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:51:50.000+04:00,2024-10-18T23:59:11.000+04:00,2024-10-19T02:04:53.000+04:00,2024-10-19T02:52:20.000+04:00,2024-10-19T05:08:53.000+04:00,2024-10-19T06:29:22.000+04:00,2024-10-19T09:12:45.000+04:00,2024-10-19T12:57:13.000+04:00,2024-10-19T17:48:44.000+04:00,2024-10-19T21:19:19.000+04:00,2024-10-20T00:32:06.000+04:00,2024-10-20T03:41:29.000+04:00,2024-10-20T07:01:16.000+04:00,2024-10-20T09:44:53.000+04:00
5496,Cécile MONOD,FINISHER,M3 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:07:29.000+04:00,2024-10-19T00:39:20.000+04:00,2024-10-19T02:53:07.000+04:00,2024-10-19T03:33:55.000+04:00,2024-10-19T06:11:52.000+04:00,2024-10-19T07:51:30.000+04:00,2024-10-19T10:21:30.000+04:00,2024-10-19T14:09:25.000+04:00,2024-10-19T18:37:37.000+04:00,2024-10-19T22:15:57.000+04:00,2024-10-20T01:21:36.000+04:00,2024-10-20T04:35:34.000+04:00,2024-10-20T07:55:22.000+04:00,2024-10-20T09:45:23.000+04:00
6211,Nathalie RICHAUD,FINISHER,M3 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:03:13.000+04:00,2024-10-19T00:19:55.000+04:00,2024-10-19T02:44:21.000+04:00,2024-10-19T03:32:37.000+04:00,2024-10-19T05:50:03.000+04:00,2024-10-19T07:01:03.000+04:00,2024-10-19T09:50:02.000+04:00,2024-10-19T14:21:27.000+04:00,2024-10-19T18:40:40.000+04:00,2024-10-19T22:44:56.000+04:00,2024-10-20T01:24:30.000+04:00,2024-10-20T04:45:33.000+04:00,2024-10-20T07:50:52.000+04:00,2024-10-20T09:51:34.000+04:00
5309,Benjamin CHAMPAGNAT,FINISHER,M0 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:05:29.000+04:00,2024-10-19T00:34:08.000+04:00,2024-10-19T02:50:47.000+04:00,2024-10-19T03:34:30.000+04:00,2024-10-19T06:03:20.000+04:00,2024-10-19T07:45:33.000+04:00,2024-10-19T10:18:48.000+04:00,2024-10-19T13:58:59.000+04:00,2024-10-19T19:59:32.000+04:00,2024-10-19T22:43:25.000+04:00,2024-10-20T01:50:39.000+04:00,2024-10-20T05:19:12.000+04:00,2024-10-20T08:34:25.000+04:00,2024-10-20T09:52:23.000+04:00
5192,Marceau CASSADO,FINISHER,M2 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:07:32.000+04:00,2024-10-19T00:34:23.000+04:00,2024-10-19T02:49:09.000+04:00,2024-10-19T03:40:30.000+04:00,2024-10-19T06:10:06.000+04:00,2024-10-19T07:51:40.000+04:00,2024-10-19T10:42:16.000+04:00,2024-10-19T15:45:50.000+04:00,2024-10-19T19:49:19.000+04:00,2024-10-19T22:49:52.000+04:00,2024-10-20T03:10:12.000+04:00,2024-10-20T05:15:01.000+04:00,2024-10-20T08:26:45.000+04:00,2024-10-20T09:52:25.000+04:00
6069,Urielle VIRAMA COUTAYE GOSSELIN,FINISHER,M1 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:05:05.000+04:00,2024-10-19T00:38:12.000+04:00,2024-10-19T02:58:00.000+04:00,2024-10-19T03:40:14.000+04:00,2024-10-19T06:16:39.000+04:00,2024-10-19T07:58:09.000+04:00,2024-10-19T10:45:45.000+04:00,2024-10-19T14:27:23.000+04:00,2024-10-19T20:06:45.000+04:00,2024-10-19T22:49:43.000+04:00,2024-10-20T01:52:32.000+04:00,2024-10-20T05:20:47.000+04:00,2024-10-20T07:59:26.000+04:00,2024-10-20T09:53:11.000+04:00
6185,Lénaïg JEGOU,FINISHER,M2 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:05:04.000+04:00,2024-10-19T00:38:13.000+04:00,2024-10-19T02:57:40.000+04:00,2024-10-19T03:40:12.000+04:00,2024-10-19T06:17:00.000+04:00,2024-10-19T07:58:06.000+04:00,2024-10-19T10:45:47.000+04:00,2024-10-19T14:22:55.000+04:00,2024-10-19T19:12:45.000+04:00,2024-10-19T22:49:48.000+04:00,2024-10-20T01:52:00.000+04:00,2024-10-20T05:20:51.000+04:00,2024-10-20T07:59:30.000+04:00,2024-10-20T09:53:11.000+04:00
5176,Véronique GEYER,FINISHER,M2 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:04:14.000+04:00,2024-10-19T00:25:55.000+04:00,2024-10-19T02:31:26.000+04:00,2024-10-19T03:08:43.000+04:00,2024-10-19T06:46:46.000+04:00,2024-10-19T07:53:52.000+04:00,2024-10-19T10:01:44.000+04:00,2024-10-19T13:50:25.000+04:00,2024-10-19T19:29:03.000+04:00,2024-10-20T00:00:46.000+04:00,2024-10-20T03:30:31.000+04:00,2024-10-20T05:30:55.000+04:00,2024-10-20T08:14:50.000+04:00,2024-10-20T09:53:19.000+04:00
5495,Fabien CASSAGNEAU,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:55.000+04:00,2024-10-19T00:38:50.000+04:00,2024-10-19T02:57:33.000+04:00,2024-10-19T03:41:36.000+04:00,2024-10-19T06:03:14.000+04:00,2024-10-19T07:11:19.000+04:00,2024-10-19T09:28:29.000+04:00,2024-10-19T13:10:40.000+04:00,2024-10-19T17:18:48.000+04:00,2024-10-19T22:57:00.000+04:00,2024-10-20T01:55:01.000+04:00,2024-10-20T05:05:07.000+04:00,2024-10-20T08:00:40.000+04:00,2024-10-20T09:53:32.000+04:00
5456,Pierre MAURIN,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:54.000+04:00,2024-10-19T00:38:46.000+04:00,2024-10-19T02:57:21.000+04:00,2024-10-19T03:41:35.000+04:00,2024-10-19T06:03:12.000+04:00,2024-10-19T07:11:16.000+04:00,2024-10-19T09:28:34.000+04:00,2024-10-19T13:10:44.000+04:00,2024-10-19T17:18:47.000+04:00,2024-10-19T22:57:04.000+04:00,2024-10-20T01:54:37.000+04:00,2024-10-20T05:05:05.000+04:00,2024-10-20T08:00:48.000+04:00,2024-10-20T09:53:33.000+04:00
5551,Jean-Baptiste MAIRESSE,FINISHER,M3 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:08:10.000+04:00,2024-10-19T00:37:32.000+04:00,2024-10-19T03:00:48.000+04:00,2024-10-19T03:43:50.000+04:00,2024-10-19T06:36:56.000+04:00,2024-10-19T07:58:14.000+04:00,2024-10-19T10:46:18.000+04:00,2024-10-19T16:30:53.000+04:00,2024-10-19T20:29:07.000+04:00,2024-10-20T00:00:27.000+04:00,2024-10-20T02:38:44.000+04:00,2024-10-20T05:45:41.000+04:00,2024-10-20T09:11:58.000+04:00,2024-10-20T10:17:45.000+04:00
5638,Romain L’HELGOUALCH,FINISHER,M1 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:07:11.000+04:00,2024-10-19T00:25:58.000+04:00,2024-10-19T02:32:39.000+04:00,2024-10-19T03:09:20.000+04:00,2024-10-19T05:29:11.000+04:00,2024-10-19T06:43:16.000+04:00,2024-10-19T08:59:19.000+04:00,2024-10-19T13:43:08.000+04:00,2024-10-19T17:53:52.000+04:00,2024-10-19T21:30:27.000+04:00,2024-10-20T00:53:46.000+04:00,2024-10-20T04:09:58.000+04:00,2024-10-20T08:03:43.000+04:00,2024-10-20T10:18:59.000+04:00
5588,Emmanuelle SANCHEZ,FINISHER,M2 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:02:51.000+04:00,2024-10-19T00:32:37.000+04:00,2024-10-19T02:56:26.000+04:00,2024-10-19T03:42:22.000+04:00,2024-10-19T06:26:23.000+04:00,2024-10-19T07:52:38.000+04:00,2024-10-19T10:30:57.000+04:00,2024-10-19T14:37:44.000+04:00,2024-10-19T19:13:31.000+04:00,2024-10-19T23:06:24.000+04:00,2024-10-20T02:07:04.000+04:00,2024-10-20T05:21:52.000+04:00,2024-10-20T08:09:35.000+04:00,2024-10-20T10:27:10.000+04:00
5782,Anne-Laure FOULLON,FINISHER,SE F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:01:28.000+04:00,2024-10-19T00:21:35.000+04:00,2024-10-19T02:44:46.000+04:00,2024-10-19T03:28:46.000+04:00,2024-10-19T06:35:22.000+04:00,2024-10-19T08:10:51.000+04:00,2024-10-19T10:31:07.000+04:00,2024-10-19T14:21:59.000+04:00,2024-10-19T21:26:30.000+04:00,2024-10-19T23:39:08.000+04:00,2024-10-20T02:15:44.000+04:00,2024-10-20T05:46:36.000+04:00,2024-10-20T08:33:36.000+04:00,2024-10-20T10:29:17.000+04:00
5231,Linda ROY,FINISHER,M3 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:02:00.000+04:00,2024-10-19T00:24:32.000+04:00,2024-10-19T02:37:00.000+04:00,2024-10-19T03:20:52.000+04:00,2024-10-19T05:50:02.000+04:00,2024-10-19T07:10:54.000+04:00,2024-10-19T09:22:09.000+04:00,2024-10-19T13:12:28.000+04:00,2024-10-19T18:17:23.000+04:00,2024-10-19T21:41:35.000+04:00,2024-10-20T00:43:48.000+04:00,2024-10-20T04:03:44.000+04:00,2024-10-20T07:31:34.000+04:00,2024-10-20T10:30:30.000+04:00
6027,Stephane JAFFRY,FINISHER,M3 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:02:00.000+04:00,2024-10-19T00:24:29.000+04:00,2024-10-19T02:36:21.000+04:00,2024-10-19T03:21:13.000+04:00,2024-10-19T05:49:58.000+04:00,2024-10-19T07:10:48.000+04:00,2024-10-19T09:22:03.000+04:00,2024-10-19T13:12:14.000+04:00,2024-10-19T18:17:25.000+04:00,2024-10-19T21:41:31.000+04:00,2024-10-20T00:43:47.000+04:00,2024-10-20T04:03:43.000+04:00,2024-10-20T07:30:34.000+04:00,2024-10-20T10:30:31.000+04:00
5823,Henriette CHAMBRY,FINISHER,M3 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:57.000+04:00,2024-10-19T00:34:32.000+04:00,2024-10-19T02:45:17.000+04:00,2024-10-19T03:28:45.000+04:00,2024-10-19T06:00:53.000+04:00,2024-10-19T07:29:55.000+04:00,2024-10-19T10:01:37.000+04:00,2024-10-19T14:56:47.000+04:00,2024-10-19T18:51:40.000+04:00,2024-10-20T00:02:28.000+04:00,2024-10-20T02:42:14.000+04:00,2024-10-20T05:17:26.000+04:00,2024-10-20T08:29:51.000+04:00,2024-10-20T10:42:52.000+04:00
5237,Morgan MASSON,FINISHER,M0 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:18.000+04:00,2024-10-19T00:34:35.000+04:00,2024-10-19T02:48:08.000+04:00,2024-10-19T03:41:21.000+04:00,2024-10-19T06:17:57.000+04:00,2024-10-19T07:46:47.000+04:00,2024-10-19T10:35:38.000+04:00,2024-10-19T16:35:03.000+04:00,2024-10-19T21:24:19.000+04:00,2024-10-20T00:56:45.000+04:00,2024-10-20T03:27:07.000+04:00,2024-10-20T06:06:23.000+04:00,2024-10-20T09:10:14.000+04:00,2024-10-20T10:43:51.000+04:00
5584,Jonathan CADET,FINISHER,M0 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:00:58.000+04:00,2024-10-19T00:25:12.000+04:00,2024-10-19T02:43:45.000+04:00,2024-10-19T03:20:38.000+04:00,2024-10-19T05:44:08.000+04:00,2024-10-19T06:45:04.000+04:00,2024-10-19T09:12:08.000+04:00,2024-10-19T13:53:02.000+04:00,2024-10-19T17:42:32.000+04:00,2024-10-19T20:17:02.000+04:00,2024-10-19T23:27:41.000+04:00,2024-10-20T03:43:23.000+04:00,2024-10-20T08:18:51.000+04:00,2024-10-20T10:44:00.000+04:00
6091,Mireille PORRINI,FINISHER,M3 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:05:41.000+04:00,2024-10-19T00:35:50.000+04:00,2024-10-19T02:55:28.000+04:00,2024-10-19T03:41:25.000+04:00,2024-10-19T06:16:49.000+04:00,2024-10-19T07:36:18.000+04:00,2024-10-19T10:36:50.000+04:00,2024-10-19T14:29:57.000+04:00,2024-10-19T19:02:11.000+04:00,2024-10-19T23:18:47.000+04:00,2024-10-20T02:25:57.000+04:00,2024-10-20T05:28:36.000+04:00,2024-10-20T08:33:31.000+04:00,2024-10-20T10:47:22.000+04:00
5849,Emmanuel JACOB,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:47:38.000+04:00,2024-10-18T23:22:50.000+04:00,2024-10-19T01:01:49.000+04:00,2024-10-19T01:31:05.000+04:00,2024-10-19T03:04:45.000+04:00,2024-10-19T04:11:51.000+04:00,2024-10-19T05:43:54.000+04:00,2024-10-19T08:35:34.000+04:00,2024-10-19T15:21:28.000+04:00,2024-10-19T22:43:21.000+04:00,2024-10-20T01:41:18.000+04:00,2024-10-20T06:32:00.000+04:00,2024-10-20T09:10:11.000+04:00,2024-10-20T10:49:57.000+04:00
6080,Ludovic Jean Bris PAQUIRY,FINISHER,M1 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:06:42.000+04:00,2024-10-19T00:34:10.000+04:00,2024-10-19T02:55:00.000+04:00,2024-10-19T03:41:54.000+04:00,2024-10-19T06:14:23.000+04:00,2024-10-19T07:56:18.000+04:00,2024-10-19T10:32:03.000+04:00,2024-10-19T14:44:34.000+04:00,2024-10-19T20:27:49.000+04:00,2024-10-20T00:28:17.000+04:00,2024-10-20T03:19:31.000+04:00,2024-10-20T06:33:51.000+04:00,2024-10-20T09:14:54.000+04:00,2024-10-20T10:55:01.000+04:00
5654,Marie Gladys RIVIERE,FINISHER,M3 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:07:59.000+04:00,2024-10-19T00:47:05.000+04:00,2024-10-19T03:09:52.000+04:00,2024-10-19T03:56:01.000+04:00,2024-10-19T06:27:50.000+04:00,2024-10-19T07:48:27.000+04:00,2024-10-19T10:20:04.000+04:00,2024-10-19T15:10:37.000+04:00,2024-10-19T19:21:52.000+04:00,2024-10-19T23:17:37.000+04:00,2024-10-20T02:09:37.000+04:00,2024-10-20T05:48:09.000+04:00,2024-10-20T08:58:51.000+04:00,2024-10-20T10:55:14.000+04:00
